ID_FILM,TITRE,GENRES,TAGS
31804,Night Watch,Horreur|Mystère|Thriller,horreur mystère thriller
31851,Laurel et Hardy - Les Compagnons de la nouba,Comédie,comédie
31878,Crazy Kung‐Fu,Action|Comédie|Crime|Fantastique,action comédie crime fantastique
31903,Želary,Drame|Romance,drame romance
31909,Dr. Rictus,Comédie|Horreur|Mystère|Thriller,comédie horreur mystère thriller
31921,Sherlock Holmes attaque l'Orient-Express,Mystère|Thriller,mystère thriller
31925,Royal Flash,Aventure|Comédie|Romance,aventure comédie romance
31952,Control,Drame,drame
31973,Allemagne année zéro,Drame|Guerre,drame guerre
32009,Tyler Perry's Diary of a Mad Black Woman - The Play,Comédie|Drame,comédie drame
32011,Cursed,Comédie|Horreur,comédie horreur
32017,Baby-Sittor,Comédie|Familial,comédie familial
32019,Be Cool,Comédie|Crime,comédie crime
32022,Gunner Palace,Documentaire|Guerre|Histoire,documentaire guerre histoire
32029,Hostage Game,Action|Thriller,action thriller
32031,Robots,Animation|Comédie|Familial|Science-Fiction,animation comédie familial science-fiction
32058,Class Action Park,Documentaire,documentaire
32060,Le Mystère de la maison Norman,Comédie|Horreur|Mystère|Thriller,comédie horreur mystère thriller
32139,L'Extase et l'Agonie,Drame|Histoire,drame histoire
32160,Train de luxe,Comédie|Romance,comédie romance
32179,Ascenseur pour l'échafaud,Crime|Drame|Thriller,crime drame thriller
32213,Cube Zero,Mystère|Science-Fiction|Thriller,mystère science-fiction thriller
32234,Julia X,Horreur,horreur
32243,Rembrandt,Action|Comédie,action comédie
32289,Princesse on Ice,Comédie|Drame|Familial,comédie drame familial
32291,Melinda et Melinda,Comédie|Drame|Romance,comédie drame romance
32294,Milk and Honey,, 
32296,Miss FBI,Action|Comédie,action comédie
32298,Black/White,Comédie|Romance,comédie romance
32300,D.E.B.S.,Action|Comédie|Romance,action comédie romance
32302,A League of Ordinary Gentlemen,Documentaire,documentaire
32314,Incident au Loch Ness,Aventure|Comédie|Horreur,aventure comédie horreur
32371,Appelez Nord 777,Crime|Drame,crime drame
32387,Le Sabre du mal,Action|Drame,action drame
32392,800 balles,Action|Comédie|Western,action comédie western
32440,Espion Junior,Action|Comédie,action comédie
32442,Les héritiers affamés,Comédie,comédie
32456,Pompoko,Animation|Aventure|Fantastique,animation aventure fantastique
32460,Paradis Express,Comédie|Crime,comédie crime
32511,A Touch of Zen,Action|Aventure,action aventure
32515,The Walker,Crime|Drame|Mystère,crime drame mystère
32554,MEMORIES,Animation|Fantastique|Science-Fiction,animation fantastique science-fiction
32582,The Wild Parrots of Telegraph Hill,Documentaire,documentaire
32584,La Ballade de Jack et Rose,Drame,drame
32587,Sin City,Action|Crime|Thriller,action crime thriller
32589,Beauty shop,Comédie|Romance,comédie romance
32596,Sahara,Animation|Aventure|Comédie|Familial,animation aventure comédie familial
32600,Eros,Drame|Romance,drame romance
32620,Pas sur la bouche,Comédie|Romance,comédie romance
32632,Electra glide in blue,Crime|Drame|Mystère|Thriller,crime drame mystère thriller
32649,Special Day,Horreur,horreur
32657,L'homme qui plantait des arbres,Animation|Drame,animation drame
32659,Tanguy,Comedy,comedy
32666,Lady Killers,Comédie,comédie
32728,La petite fille au bout du chemin,Drame|Mystère|Thriller,drame mystère thriller
32770,Brothers,Drame|Guerre|Thriller,drame guerre thriller
32799,Jeunes Filles en uniforme,Drame,drame
32862,Il y a un homme dans le lit de maman,Comédie|Familial|Romance,comédie familial romance
32892,L'Enfance d'Ivan,Drame|Guerre,drame guerre
32898,A Trip to the Moon,Animation|Comédie|Science-Fiction,animation comédie science-fiction
32906,The Prophecy 3: The Ascent,Fantastique|Horreur|Thriller,fantastique horreur thriller
32917,Boccace 70,Comédie|Fantastique|Romance,comédie fantastique romance
33004,H2G2 : Le Guide du Voyageur Galactique,Aventure|Comédie|Familial|Science-Fiction,aventure comédie familial science-fiction
33090,Les Mutants de l'espace,Animation|Comédie|Science-Fiction,animation comédie science-fiction
33124,Avant la chute,Comédie|Drame|Romance,comédie drame romance
33126,Un rabbin au Far West,Comédie|Western,comédie western
33132,State Property 2,Action|Crime|Drame,action crime drame
33138,Palindromes,Comédie|Drame,comédie drame
33145,7 ans de séduction,Comédie|Drame|Romance,comédie drame romance
33148,Un plan béton,Comédie|Crime,comédie crime
33154,Enron: The Smartest Guys in the Room,Documentaire,documentaire
33158,xXx 2 : The Next Level,Action|Aventure|Crime|Mystère|Thriller,action aventure crime mystère thriller
33162,Kingdom of Heaven,Action|Aventure|Drame|Guerre|Histoire,action aventure drame guerre histoire
33171,Mysterious Skin,Drame,drame
33188,Mischief,Comédie|Romance,comédie romance
33201,Entre les jambes,Drame|Romance|Thriller,drame romance thriller
33294,Vampire Hunter D: Resurrection,Animation|Aventure|Horreur|Western,animation aventure horreur western
33310,Brodeuses,Drame,drame
33312,Noix de coco,Comédie|Musique,comédie musique
33421,Dear Wendy,Comédie|Crime|Drame|Romance,comédie crime drame romance
33435,Los Angeles Plays Itself,Documentaire,documentaire
33437,Unleashed,Action|Crime,action crime
33493,"Star Wars, épisode III - La Revanche des Sith",Action|Aventure|Science-Fiction,action aventure science-fiction
33499,Sa mère ou moi !,Comédie|Romance,comédie romance
33558,The Snow Walker,Action|Aventure|Drame,action aventure drame
33564,Divorce à l'italienne,Comédie,comédie
33615,Madagascar,Animation|Aventure|Comédie|Familial,animation aventure comédie familial
33629,Airborne,Action|Aventure|Comédie,action aventure comédie
33639,Mad Hot Ballroom,Documentaire|Familial,documentaire familial
33644,L'Exorciste : Aux sources du mal,Horreur|Thriller,horreur thriller
33649,Pour Sauver l'Honneur,Comédie|Romance,comédie romance
33660,De l'ombre à la lumière,Drame|Histoire|Romance,drame histoire romance
33669,Quatre filles et un jean,Comédie|Drame,comédie drame
33672,Les Seigneurs de Dogtown,Drame,drame
33677,Rock School,Action|Documentaire|Musique,action documentaire musique
33681,Les aventures de Sharkboy et Lavagirl,Aventure|Familial|Science-Fiction,aventure familial science-fiction
33683,High Tension,Comédie,comédie
33725,Frankie Wilde,Comédie|Drame|Musique,comédie drame musique
33779,Eddie Izzard: Dress to Kill,Comédie,comédie
33781,Quo Vadis,Drame|Histoire|Romance,drame histoire romance
33794,Batman Begins,Action|Crime|Drame,action crime drame
33801,Godzilla : Final Wars,Action|Aventure|Fantastique|Science-Fiction|Thriller,action aventure fantastique science-fiction thriller
33815,L'homme parfait,Comédie|Drame|Familial|Romance,comédie drame familial romance
33826,Ralph,Comédie|Drame,comédie drame
33830,La Coccinelle revient,Aventure|Comédie|Familial|Fantastique|Romance,aventure comédie familial fantastique romance
33834,Land of the Dead : Le Territoire des morts,Horreur|Science-Fiction|Thriller,horreur science-fiction thriller
33836,Ma sorcière bien-aimée,Comédie|Fantastique|Romance,comédie fantastique romance
33838,Rize,Documentaire,documentaire
33880,"Moi, toi et tous les autres",Comédie|Drame,comédie drame
33893,The Perfect Crime,Drame,drame
33896,JOON: 3 Extremes,Musique,musique
33903,The Edukators,Comédie|Drame,comédie drame
34018,Un Jour au cirque,Comédie|Musique,comédie musique
34072,La Marche de l'Empereur,Documentaire|Familial,documentaire familial
34129,Mon babysitter,Comédie|Romance,comédie romance
34148,De battre mon cœur s'est arrêté,Crime|Drame|Musique,crime drame musique
34150,Les 4 Fantastiques,Action|Aventure|Science-Fiction,action aventure science-fiction
34153,Murderball,Documentaire,documentaire
34162,Serial noceurs,Comédie|Romance,comédie romance
34164,Happy Endings,Comédie|Drame|Romance,comédie drame romance
34271,Le coup du siècle,Comédie,comédie
34292,Hardware,Horreur|Science-Fiction|Thriller,horreur science-fiction thriller
34312,Calcium Kid,Comédie,comédie
34319,Shutter Island,Drame|Mystère|Thriller,drame mystère thriller
34323,The Devil's Rejects,Crime|Drame|Horreur,crime drame horreur
34330,The November Man,Action|Crime|Thriller,action crime thriller
34332,L'École fantastique,Aventure|Comédie|Familial,aventure comédie familial
34334,Furtif,Action|Guerre|Science-Fiction,action guerre science-fiction
34336,La Main au collier,Comédie|Romance,comédie romance
34338,The Aristocrats,Comédie|Documentaire,comédie documentaire
34359,Georgy Girl,Comédie|Drame|Romance,comédie drame romance
34397,Harry Potter et l'Ordre du Phénix,Aventure|Fantastique|Mystère,aventure fantastique mystère
34405,Sérénité,Drame|Mystère|Thriller,drame mystère thriller
34437,Broken Flowers,Comédie|Drame|Mystère|Romance,comédie drame mystère romance
34450,Big Brother,Action|Comédie|Crime|Drame,action comédie crime drame
34520,"Shérif, fais-moi peur",Action|Aventure|Comédie,action aventure comédie
34523,Génération RX,Comédie|Drame,comédie drame
34528,Junebug,Comédie|Drame,comédie drame
34530,Deuce Bigalow : Gigolo malgré lui,Comédie,comédie
34532,La Porte des secrets,Drame|Horreur|Mystère|Thriller,drame horreur mystère thriller
34534,Quatre frères,Action|Crime,action crime
34536,Le Grand Raid,Action|Guerre|Histoire,action guerre histoire
34540,Pretty Persuasion,Comédie|Drame,comédie drame
34542,Grizzly Man,Documentaire,documentaire
34800,Private Resort,Comédie,comédie
34811,Pusher II : Du sang sur les mains,Crime|Drame|Thriller,crime drame thriller
35015,Duma,Aventure|Drame|Familial,aventure drame familial
35347,La ferme des animaux,Animation|Drame,animation drame
35807,La petite maison de thé,Comédie|Téléfilm,comédie téléfilm
35836,"40 ans, toujours puceau",Comédie|Romance,comédie romance
35957,Red Eye : Sous haute pression,Horreur|Thriller,horreur thriller
36363,Kin-dza-dza!,Comédie|Drame|Science-Fiction,comédie drame science-fiction
36397,"Vaillant, pigeon de combat !",Animation|Aventure|Comédie|Familial|Guerre,animation aventure comédie familial guerre
36401,Les Frères Grimm,Action|Aventure|Comédie|Fantastique|Thriller,action aventure comédie fantastique thriller
36509,Descente mortelle,Aventure|Thriller,aventure thriller
36517,The Constant Gardener,Drame|Mystère|Thriller,drame mystère thriller
36525,Et si c'était vrai...,Comédie|Drame|Fantastique|Romance,comédie drame fantastique romance
36529,Lord of War,Crime|Drame|Thriller,crime drame thriller
36533,Cry Wolf,Horreur|Thriller,horreur thriller
36535,Tout est illuminé,Comédie|Drame,comédie drame
36537,Age Difficile Obscur,Comédie|Drame,comédie drame
36708,L'Incroyable Histoire de Stewie Griffin,Action|Animation|Aventure|Comédie|Téléfilm,action animation aventure comédie téléfilm
36850,Police Story 2,Action|Crime|Thriller,action crime thriller
36931,New Police Story,Action|Crime|Drame|Thriller,action crime drame thriller
37240,Why We Fight,Documentaire|Histoire,documentaire histoire
37380,Doom : Annihilation,Action|Horreur|Mystère|Science-Fiction,action horreur mystère science-fiction
37382,Domino,Action|Crime|Thriller,action crime thriller
37384,Service non compris,Comédie,comédie
37386,Æon Flux,Action|Science-Fiction|Thriller,action science-fiction thriller
37444,Frankenstein 90,Comédie|Horreur,comédie horreur
37475,Une Vie inachevée,Drame,drame
37477,Last Man Down,Action|Thriller,action thriller
37495,Survive Style 5+,Comédie|Crime|Fantastique|Horreur|Mystère|Romance|Thriller,comédie crime fantastique horreur mystère romance thriller
37545,Woyzeck,Drame,drame
37720,L'Exorcisme d'Emily Rose,Crime|Drame|Horreur|Thriller,crime drame horreur thriller
37727,Flight Plan,Drame|Mystère|Thriller,drame mystère thriller
37731,Hooligans,Crime|Drame,crime drame
37733,A History of Violence,Crime|Drame|Thriller,crime drame thriller
37739,Un Parcours de Légende,Drame,drame
37741,Truman Capote,Crime|Drame,crime drame
37830,Final Fantasy VII : Advent children,Action|Animation|Aventure|Fantastique|Science-Fiction,action animation aventure fantastique science-fiction
37844,La fièvre du roller,Comédie|Drame|Familial,comédie drame familial
37853,Bleu d'enfer,Action|Aventure|Crime|Thriller,action aventure crime thriller
37857,Mirrormask,Fantastique,fantastique
38095,A Bittersweet Life,Action|Crime|Drame,action crime drame
38159,Brève histoire d'amour,Drame|Romance,drame romance
38164,L'Étrangère,Drame|Romance,drame romance
38198,Le Cauchemar de Darwin,Documentaire,documentaire
38304,No Direction Home: Bob Dylan,Documentaire|Musique,documentaire musique
38388,Goal ! Naissance d'un prodige,Drame,drame
38583,Turbo Interceptor,Action|Science-Fiction,action science-fiction
38798,In her shoes,Comédie|Drame|Romance,comédie drame romance
38886,Les Berkman se séparent,Comédie|Drame,comédie drame
38992,Two for the money,Comédie|Crime|Drame|Thriller,comédie crime drame thriller
39183,Le Secret de Brokeback Mountain,Drame|Romance,drame romance
39231,Rencontres à Elizabethtown,Comédie|Drame|Romance,comédie drame romance
39234,L'Affaire Josey Aimes,Drame,drame
39292,The Good Night,Comédie|Drame|Fantastique|Musique|Romance,comédie drame fantastique musique romance
39307,Dreamer : Inspiré d'une histoire vraie,Drame|Familial,drame familial
39381,The Proposition,Action|Aventure|Crime|Drame|Thriller|Western,action aventure crime drame thriller western
39414,Shopgirl,Comédie|Drame|Romance,comédie drame romance
39427,Stay Out of the Attic,Horreur,horreur
39435,La Légende de Zorro,Action|Aventure|Western,action aventure western
39444,The Weather Man,Comédie|Drame,comédie drame
39446,Saw 2,Horreur,horreur
39449,Prime Time,Drame|Thriller,drame thriller
39516,Don't Move,Horreur,horreur
39715,American Pie présente : No Limit !,Comédie,comédie
39801,La Guerre des Yokai,Action|Comédie|Fantastique,action comédie fantastique
39869,Manderlay,Drame,drame
40148,Revolver,Crime|Drame|Mystère|Thriller,crime drame mystère thriller
40278,Jarhead : La Fin de l'innocence,Drame|Guerre,drame guerre
40339,Chicken Little,Animation|Comédie|Familial,animation comédie familial
40412,Dead Man's Shoes,Crime|Drame|Thriller,crime drame thriller
40478,Les Rongeurs de l'Apocalypse,Horreur|Science-Fiction,horreur science-fiction
40491,La Fille aux allumettes,Comédie|Drame,comédie drame
40578,Le sabre de la bête,Action|Drame,action drame
40581,Just Friends,Comédie|Romance,comédie romance
40583,Syriana,Drame|Thriller,drame thriller
40597,Menolippu Mombasaan,Drame,drame
40614,Point d'impact,Action|Thriller,action thriller
40617,Creep,Horreur,horreur
40697,La Troisième femme,Drame,drame
40723,Wolf Creek,Horreur|Thriller,horreur thriller
40732,The Descent,Aventure|Horreur,aventure horreur
40815,Harry Potter et la Coupe de feu,Aventure|Familial|Fantastique,aventure familial fantastique
40819,Walk the Line,Drame|Musique|Romance,drame musique romance
40826,Rent,Drame|Romance,drame romance
40851,Zathura : Une aventure spatiale,Aventure|Comédie|Familial|Fantastique|Science-Fiction,aventure comédie familial fantastique science-fiction
40870,C.R.A.Z.Y.,Comédie|Drame,comédie drame
40946,Sarah Silverman: Jesus Is Magic,Comédie,comédie
40955,Breakfast on Pluto,Comédie|Drame,comédie drame
40959,Faux Amis,Action|Aventure|Comédie|Crime|Drame|Thriller,action aventure comédie crime drame thriller
40966,"Rochester, le dernier des libertins",Drame|Romance,drame romance
41014,L'oiseau au plumage de cristal,Horreur|Mystère|Thriller,horreur mystère thriller
41285,Match Point,Crime|Drame|Romance|Thriller,crime drame romance thriller
41527,Paradise Now,Crime|Drame|Thriller,crime drame thriller
41566,"Le Monde de Narnia : Le Lion, la sorcière blanche et l'armoire magique",Aventure|Familial|Fantastique,aventure familial fantastique
41571,Mémoires d'une geisha,Drame|Histoire|Romance,drame histoire romance
41573,Esprit de Famille,Comédie|Drame|Romance,comédie drame romance
41617,Jeux de gangs,Crime|Drame,crime drame
41627,Rébellion,Action|Drame,action drame
41712,A Room for Romeo Brass,Comédie|Drame,comédie drame
41716,Matador,Drame|Thriller,drame thriller
41724,Wal-Mart: The High Cost of Low Price,Documentaire,documentaire
41769,Crazy In Love,Comédie|Drame|Romance,comédie drame romance
41828,La Grande Vadrouille,Comédie|Guerre,comédie guerre
41863,Trois enterrements,Aventure|Crime|Drame|Mystère|Western,aventure crime drame mystère western
41997,L'étau de Munich,Drame|Histoire,drame histoire
42004,Transamerica,Drame,drame
42007,La Rumeur court…,Comédie,comédie
42009,Treize à la douzaine 2,Aventure|Comédie|Familial,aventure comédie familial
42011,Braqueurs amateurs,Comédie,comédie
42013,Témoin à louer,Comédie,comédie
42015,Casanova,Aventure|Comédie|Drame|Romance,aventure comédie drame romance
42018,Madame Henderson Présente,Comédie|Drame,comédie drame
42176,Ear for Eye,Drame,drame
42191,Luxo Jr.,Animation|Comédie,animation comédie
42285,Le Dentiste,Horreur|Thriller,horreur thriller
42418,Pocahontas II : Un monde nouveau,Animation|Aventure|Familial|Romance,animation aventure familial romance
42422,The voices of a distant star,Animation|Romance|Science-Fiction,animation romance science-fiction
42556,Les 7 Visages du docteur Lao,Fantastique|Mystère|Western,fantastique mystère western
42559,Samouraï,Action|Drame|Histoire,action drame histoire
42602,The Boys of Baraka,Documentaire,documentaire
42632,Lady Vengeance,Drame|Thriller,drame thriller
42638,Grand Theft Parsons,Aventure|Comédie|Drame,aventure comédie drame
42718,District 13,Horreur|Mystère|Thriller,horreur mystère thriller
42723,Hostel,Horreur,horreur
42725,Crazy Party,Comédie,comédie
42728,Tristan & Yseult,Action|Aventure|Drame|Romance,action aventure drame romance
42732,Vacances sur ordonnance,Aventure|Comédie|Drame,aventure comédie drame
42734,La Véritable Histoire du Petit Chaperon Rouge,Animation|Comédie|Crime|Familial,animation comédie crime familial
42738,Underworld : Evolution,Action|Fantastique|Thriller,action fantastique thriller
42740,Looking for Comedy in the Muslim World,Comédie,comédie
42761,Casper et Wendy,Familial|Fantastique|Téléfilm,familial fantastique téléfilm
42943,Sexy Dance 4 : Miami Heat,Drame|Musique|Romance,drame musique romance
42946,Projet X,Comédie,comédie
43289,The bird people in China,Aventure|Drame,aventure drame
43376,"Sophie Scholl, les derniers jours",Drame|Histoire,drame histoire
43396,Burt Munro,Drame,drame
43419,Bandidas,Action|Comédie|Crime|Western,action comédie crime western
43460,Tournage dans un jardin anglais,Comédie,comédie
43549,Helter Skelter,Action|Crime|Drame|Téléfilm,action crime drame téléfilm
43556,Annapolis,Drame,drame
43558,Big Mamma 2,Comédie|Crime,comédie crime
43560,Nanny McPhee,Comédie|Familial|Fantastique,comédie familial fantastique
43677,Pilotes de Choix,Drame|Guerre|Histoire|Téléfilm,drame guerre histoire téléfilm
43679,Destination Finale 3,Horreur|Mystère,horreur mystère
43684,Something New,Comédie|Drame|Romance,comédie drame romance
43708,Block Party,Comédie|Documentaire|Musique,comédie documentaire musique
43744,Imagine Me & You,Comédie|Drame|Romance,comédie drame romance
43869,Georges le petit curieux,Animation|Aventure|Comédie|Familial,animation aventure comédie familial
43871,Firewall,Action|Crime|Thriller,action crime thriller
43908,La Chute de Londres,Action|Thriller,action thriller
43912,La Couleur du crime,Crime|Drame|Mystère|Thriller,crime drame mystère thriller
43914,Winter Passing,Comédie|Drame,comédie drame
43917,"Antartica, prisonniers du froid",Aventure|Drame|Familial,aventure drame familial
43919,Sexy movie,Comédie|Romance,comédie romance
43928,Ultraviolet,Action|Science-Fiction|Thriller,action science-fiction thriller
43930,Lucky Girl,Comédie|Drame|Familial|Fantastique|Romance,comédie drame familial fantastique romance
43936,16 blocs,Action|Aventure|Crime|Thriller,action aventure crime thriller
44004,Playboy à saisir,Comédie,comédie
44020,Les Vengeurs Ultimate 2,Action|Animation|Aventure|Science-Fiction,action animation aventure science-fiction
44022,L'Âge de glace 2,Animation|Aventure|Comédie|Familial,animation aventure comédie familial
44191,V pour Vendetta,Action|Fantastique|Thriller,action fantastique thriller
44193,She's the Man,Comédie|Drame|Familial|Romance,comédie drame familial romance
44195,Thank You for Smoking,Comédie|Drame,comédie drame
44197,Jugez-moi coupable,Comédie|Crime|Drame,comédie crime drame
44199,Inside Man - L'Homme de l'Intérieur,Crime|Drame|Thriller,crime drame thriller
44204,Mon nom est Tsotsi,Crime|Drame,crime drame
44225,Aquamarine,Comédie|Familial|Fantastique|Romance,comédie familial fantastique romance
44238,Leprechaun 2,Comédie|Horreur,comédie horreur
44241,Leprechaun 3 : À Las Vegas,Comédie|Fantastique|Horreur,comédie fantastique horreur
44243,Leprechaun 4 : Destination cosmos,Comédie|Fantastique|Horreur|Science-Fiction,comédie fantastique horreur science-fiction
44301,Les lumières du faubourg,Crime|Drame,crime drame
44511,Unknown White Male,Documentaire,documentaire
44555,La Vie des autres,Drame|Thriller,drame thriller
44597,La jeunesse de la bête,Action|Crime|Mystère,action crime mystère
44613,Dance with me,Comédie|Drame|Musique,comédie drame musique
44633,The Devil and Daniel Johnston,Documentaire|Musique,documentaire musique
44657,Mouchette,Drame,drame
44665,Slevin,Crime|Drame|Mystère|Thriller,crime drame mystère thriller
44694,Volver,Comédie|Drame|Romance,comédie drame romance
44709,Akeelah,Drame,drame
44731,Stay Alive,Horreur|Thriller,horreur thriller
44759,Basic Instinct 2,Crime|Mystère|Thriller,crime mystère thriller
44761,Brick Mansions,Action|Crime|Drame,action crime drame
44773,Les Morts Haissent Les Vivants,Comédie|Horreur,comédie horreur
44777,Evil Aliens,Comédie|Horreur|Science-Fiction,comédie horreur science-fiction
44788,This Film Is Not Yet Rated,Documentaire,documentaire
44828,Horribilis,Fantastique|Horreur|Mystère|Science-Fiction|Thriller,fantastique horreur mystère science-fiction thriller
44840,La revanche des Losers,Comédie,comédie
44849,Renaissance,Action|Animation|Science-Fiction,action animation science-fiction
44851,Monsieur Zucker joue son va-tout,Comédie,comédie
44864,Friends with Money,Comédie|Drame|Romance,comédie drame romance
44929,Candy,Drame|Romance,drame romance
44931,Secrets of a Soul,Drame|Mystère,drame mystère
44937,Wild Child,Comédie|Drame|Romance,comédie drame romance
44943,11 septembre,Drame|Thriller,drame thriller
44972,Scary Movie 4,Comédie,comédie
44974,Hard candy,Drame|Thriller,drame thriller
45028,The Last Show,Comédie|Drame|Musique,comédie drame musique
45062,"Mimic 3, Sentinel",Horreur|Science-Fiction|Thriller,horreur science-fiction thriller
45074,Wild Indian,Crime|Drame|Thriller,crime drame thriller
45081,Silent Hill,Horreur|Mystère,horreur mystère
45106,American Dreamz,Comédie|Drame|Familial,comédie drame familial
45175,Kinky Boots,Comédie|Drame|Musique,comédie drame musique
45183,Le retour du Chinois,Action|Aventure|Comédie|Crime|Drame,action aventure comédie crime drame
45186,Mission : Impossible 3,Action|Aventure|Thriller,action aventure thriller
45208,Camping-car,Comédie|Familial,comédie familial
45210,Vol 93,Action|Crime|Drame|Histoire|Thriller,action crime drame histoire thriller
45221,Stick It,Comédie|Drame,comédie drame
45361,American Haunting,Horreur|Thriller,horreur thriller
45382,Down in the Valley,Drame|Romance|Thriller|Western,drame romance thriller western
45431,"Nos voisins, les hommes",Animation|Comédie|Familial,animation comédie familial
45440,Art School Confidential,Comédie|Drame,comédie drame
45442,Poséidon,Action|Aventure|Drame|Thriller,action aventure drame thriller
45447,Da Vinci Code,Mystère|Thriller,mystère thriller
45499,X-Men : L'Affrontement final,Action|Aventure|Science-Fiction|Thriller,action aventure science-fiction thriller
45501,La Rupture,Comédie|Romance,comédie romance
45503,Le Guerrier pacifique,Drame,drame
45517,Cars : Quatre roues,Animation|Aventure|Comédie|Familial,animation aventure comédie familial
45635,The Notorious Bettie Page,Comédie|Drame,comédie drame
45648,Game 6,Comédie|Drame,comédie drame
45658,Une Belle journée,Drame,drame
45666,Super Nacho,Comédie|Familial,comédie familial
45668,Entre deux rives,Drame|Mystère|Romance,drame mystère romance
45672,CLICK : Télécommandez votre vie,Comédie|Drame|Fantastique,comédie drame fantastique
45720,Le diable s'habille en Prada,Comédie|Drame|Romance,comédie drame romance
45722,Pirates des Caraïbes : Le Secret du coffre maudit,Action|Aventure|Fantastique,action aventure fantastique
45728,Clerks II,Comédie,comédie
45730,La Jeune fille de l'eau,Drame|Fantastique|Mystère,drame fantastique mystère
45732,Ma super ex,Comédie|Romance|Science-Fiction,comédie romance science-fiction
45880,Marie-Antoinette,Drame|Histoire,drame histoire
45928,Qui a tué la voiture électrique ?,Documentaire,documentaire
45950,Une vérité qui dérange,Documentaire,documentaire
45969,Une Place à prendre,Comédie|Drame|Romance,comédie drame romance
46062,High School Musical : Premiers pas sur scène,Comédie|Drame|Familial|Musique|Romance|Téléfilm,comédie drame familial musique romance téléfilm
46105,I Am a Sex Addict,Comédie|Romance,comédie romance
46231,Stoned,Drame,drame
46322,Le Maître d'armes,Action|Drame,action drame
46337,Garfield 2,Animation|Aventure|Comédie|Familial,animation aventure comédie familial
46347,Metal : Voyage au cœur de la bête,Documentaire|Musique,documentaire musique
46367,L'Œil public,Action|Aventure|Crime|Drame|Thriller,action aventure crime drame thriller
46530,Superman Returns,Action|Aventure|Science-Fiction,action aventure science-fiction
46559,The Road to Guantanamo,Documentaire|Drame,documentaire drame
46572,Edmond,Drame|Thriller,drame thriller
46574,The Oh in Ohio,Comédie|Romance,comédie romance
46578,Little Miss Sunshine,Comédie|Drame,comédie drame
46664,Première désillusion,Drame|Thriller,drame thriller
46723,Babel,Drame,drame
46772,Strangers with Candy,Comédie,comédie
46850,Wordplay,Documentaire,documentaire
46855,L'Armée des ombres,Drame|Guerre|Thriller,drame guerre thriller
46862,Richard Dyer on Nino Rota and Orchestra Rehearsal,Documentaire,documentaire
46865,Little Man,Comédie|Crime,comédie crime
46948,Monster House,Animation|Comédie|Familial|Fantastique,animation comédie familial fantastique
46965,Des serpents dans l'avion,Action|Crime|Horreur|Thriller,action crime horreur thriller
46967,Scoop,Comédie|Mystère,comédie mystère
46970,Ricky Bobby : roi du circuit,Comédie,comédie
46972,La Nuit au musée,Action|Aventure|Comédie|Familial|Fantastique,action aventure comédie familial fantastique
46974,World Trade Center,Drame|Histoire|Thriller,drame histoire thriller
46976,L'Incroyable destin de Harold Crick,Comédie|Drame|Fantastique|Romance,comédie drame fantastique romance
47044,Miami Vice : Deux flics à Miami,Action|Crime|Thriller,action crime thriller
47099,À la recherche du bonheur,Drame,drame
47122,John Tucker doit mourir,Comédie|Romance,comédie romance
47200,Hyper Tension 2,Action|Crime|Thriller,action crime thriller
47202,The Secret life of words,Drame|Romance,drame romance
47254,Chaos Walking,Science-Fiction,science-fiction
47261,The Night Listener,Drame|Thriller,drame thriller
47382,Sexy Dance,Crime|Drame|Musique|Romance,crime drame musique romance
47384,Zoom : L'académie des super-héros,Action|Aventure|Comédie|Familial|Science-Fiction,action aventure comédie familial science-fiction
47404,Mind Game,Animation|Aventure|Mystère,animation aventure mystère
47423,Half Nelson,Drame,drame
47446,La Moustache,Drame|Mystère|Thriller,drame mystère thriller
47465,Tideland,Drame|Fantastique|Science-Fiction|Thriller,drame fantastique science-fiction thriller
47491,Adam's Apples,Comédie|Crime|Drame,comédie crime drame
47516,Material Girls,Comédie,comédie
47518,Admis à tout prix,Comédie,comédie
47538,Deux super‐flics,Action|Comédie,action comédie
47566,Né pour tuer,Crime|Drame|Thriller,crime drame thriller
47610,L'Illusionniste,Drame|Fantastique|Romance|Thriller,drame fantastique romance thriller
47629,The Queen,Drame|Histoire,drame histoire
47640,Beerfest,Comédie,comédie
47646,Idlewild gangsters club,Crime|Drame|Musique,crime drame musique
47721,Red Balloon,Horreur,horreur
47725,Angel-A,Comédie|Drame|Fantastique|Romance,comédie drame fantastique romance
47736,Les As d'Oxford,Comédie,comédie
47774,Le Voleur de savonnettes,Comédie,comédie
47793,The Puffy Chair,Comédie|Drame|Romance,comédie drame romance
47894,Le vent se lève,Drame|Guerre,drame guerre
47937,Severance,Comédie|Horreur|Thriller,comédie horreur thriller
47950,Hollywoodland,Crime|Thriller,crime thriller
47978,Sherrybaby,Drame,drame
47997,Idiocracy,Aventure|Comédie|Science-Fiction,aventure comédie science-fiction
47999,Jesus Camp,Documentaire,documentaire
48032,Le tigre et la neige,Comédie|Drame|Romance,comédie drame romance
48043,The Fountain,Aventure|Drame|Romance|Science-Fiction,aventure drame romance science-fiction
48045,La Cité de la peur,Comédie,comédie
48082,The Science of Sleep,Documentaire,documentaire
48142,Le Dahlia noir,Crime|Drame|Thriller,crime drame thriller
48150,La Cabane dans les bois,Comédie|Fantastique|Horreur|Thriller,comédie fantastique horreur thriller
